id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd00125_c0	5-10-Methylenetetrahydrofolate_c0	C20H21N7O6	-2	QYNUQALWYRSVHF-OLZOCXBDSA-L	N=c1nc([O-])c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc3)CN21	-93.65	C00143	cpd00125
cpd00019_c0	S-Adenosyl-homocysteine_c0	C14H20N6O5S	0	ZJUKTBDSGOFHSH-WFMPWKQPSA-N	Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O	-76.11	C00021	cpd00019
cpd02738_c0	5-Methyltetrahydropteroyltri-L-glutamate_c0	C30H35N9O12	-4	HVRNKDVLFAVCJF-VJANTYMQSA-J	CN1c2c([O-])nc(=N)[nH]c2NCC1CNc1ccc(C(=O)NC(CCC([O-])=NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)C(=O)O)cc1	-315.66	C04489	cpd02738
cpd00017_c0	S-Adenosyl-L-methionine_c0	C15H23N6O5S	1	MEFKEPWMEQBLKI-AIRLBKTGSA-O	C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O	-66.63	C00019	cpd00017
cpd02555_c0	Tetrahydropteroyltri-L-glutamate_c0	C29H33N9O12	-4	RXWVHRYZTWZATH-UHFFFAOYSA-J	N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC([O-])=NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)C(=O)O)cc1)N2	-313.63	C04144	cpd02555
cpd11573_c0	Octodecanoyl-ACP_c0	C29H55N2O8PRS	-2					cpd11573
cpd00327_c0	strcoa_c0	C39H66N7O17P3S	-4	SIARJEKBADXQJG-LFZQUHGESA-J	CCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-759.91	C00412	cpd00327
cpd11437_c0	fa3coa_c0	C36H61N7O17P3S	-3			-766.58		cpd11437
cpd02210_c0	Indoleglycerol phosphate_c0	C11H12NO6P	-2	NQEQTYPJSIEPHW-MNOVXSKESA-L	O=P([O-])([O-])OCC(O)C(O)c1c[nH]c2ccccc12	-267.57	C03506	cpd02210
cpd00102_c0	Glyceraldehyde3-phosphate_c0	C3H5O6P	-2	LXJXRIRHZLFYRP-VKHMYHEASA-L	O=CC(O)COP(=O)([O-])[O-]	-319.2	C00118	cpd00102
cpd00359_c0	indol_c0	C8H7N	0	SIKJAQJRHWYJAI-UHFFFAOYSA-N	c1ccc2[nH]ccc2c1	54.41	C00463	cpd00359
cpd12225_c0	Dihydrolipolprotein_c0	CH3RS2	0				C02972	cpd12225
cpd12005_c0	Lipoylprotein_c0	CHRS2	0				C02051	cpd12005
cpd11432_c0	fa11coa_c0	C38H65N7O17P3S	-3			-763.34		cpd11432
cpd15671_c0	1-isoheptadecanoyl-sn-glycerol 3-phosphate_c0	C20H40O7P	-1			-343.64		cpd15671
cpd15677_c0	1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate_c0	C37H72O8P	-1			-358.6		cpd15677
cpd15605_c0	Gly-Phe_c0	C11H14N2O3	0					cpd15605
cpd00066_c0	L-Phenylalanine_c0	C9H11NO2	0	COLNVLDHVKWLRT-QMMMGPOBSA-N	NC(Cc1ccccc1)C(=O)O	-51.05	C00079	cpd00066
cpd01977_c0	4-Phospho-L-aspartate_c0	C4H6NO7P	-2	IXZNKTPIYKDIGG-REOHCLBHSA-L	NC(CC(=O)OP(=O)([O-])O)C(=O)[O-]	-380.65	C03082	cpd01977
cpd15523_c0	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate_c0	C31H56O8P	-1			-319.98		cpd15523
cpd15422_c0	CDP-1,2-ditetradec-7-enoylglycerol_c0	C40H67N3O15P2	-2			-599.36		cpd15422
cpd00007_c0	O2_c0	O2	0	MYMOFIZGZYHOMD-UHFFFAOYSA-N	O=O	3.9197	C00007	cpd00007
cpd00493_c0	Pyridoxamine phosphate_c0	C8H12N2O5P	-1	ZMJGSOSNSPKHNH-UHFFFAOYSA-M	Cc1ncc(COP(=O)(O)O)c(CN)c1[O-]	-244.68	C00647	cpd00493
cpd00016_c0	Pyridoxal phosphate_c0	C8H8NO6P	-2	NGVDGCNFYWLIFO-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(C=O)c1[O-]	-272	C00018	cpd00016
cpd00025_c0	H2O2_c0	H2O2	0	MHAJPDPJQMAIIY-UHFFFAOYSA-N	OO	-32.05	C00027	cpd00025
cpd11502_c0	6-methyl-trans-oct-2-enoyl-ACP_c0	C20H35N2O8PRS	-1					cpd11502
cpd11464_c0	Butyryl-ACP_c0	C15H28N2O8PRS	-2				C05745	cpd11464
cpd11486_c0	3-Oxohexanoyl-[acp]_c0	C17H30N2O9PRS	-2				C05746	cpd11486
cpd11522_c0	5-methyl-3-hydroxy-hexanoyl-ACP_c0	C18H33N2O9PRS	-1					cpd11522
cpd11523_c0	5-methyl-trans-hex-2-enoyl-ACP_c0	C18H31N2O8PRS	-1					cpd11523
cpd00268_c0	H2S2O3_c0	HO3S2	-1	DHCDFWKWKRSZHF-UHFFFAOYSA-M	O=S([O-])(O)=S	-122.7	C00320	cpd00268
cpd11421_c0	trdrd_c0	C6H9NO2R2S2	0				C00342	cpd11421
cpd00029_c0	Acetate_c0	C2H3O2	-1	QTBSBXVTEAMEQO-UHFFFAOYSA-M	CC(=O)[O-]	-88.29	C00033	cpd00029
cpd00081_c0	Sulfite_c0	HO3S	-1	LSNNMFCWUKXFEE-UHFFFAOYSA-M	O=S([O-])O	-126.15	C00094	cpd00081
cpd00084_c0	L-Cysteine_c0	C3H7NO2S	0	XUJNEKJLAYXESH-REOHCLBHSA-N	NC(CS)C(=O)O	-83.394	C00097	cpd00084
cpd11420_c0	trdox_c0	C6H7NO2R2S2	0				C00343	cpd11420
cpd15423_c0	CDP-1,2-ditetradecanoylglycerol_c0	C40H71N3O15P2	-2			-644.08		cpd15423
cpd15553_c0	phosphatidylserine ditetradecanoyl_c0	C34H64NO10P	-2			-428.36		cpd15553
cpd03189_c0	3-Carboxy-1-hydroxypropyl-ThPP_c0	C16H22N4O10P2S	-2	ZWUKRGPVMMTMAF-UHFFFAOYSA-L	Cc1ncc(C[n+]2c(C(O)CCC(=O)[O-])sc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-481.36	C05381	cpd03189
cpd00860_c0	S-Succinyldihydrolipoamide_c0	C12H20NO4S2	-1	RJCJWONCSKSHES-VIFPVBQESA-M	N=C([O-])CCCCC(CCS)SC(=O)CCC(=O)O	-137.394	C01169	cpd00860
cpd15237_c0	hexadecenoate_c0	C16H29O2	-1			-41.71		cpd15237
cpd15239_c0	Hexadecenoyl-ACP_c0	C27H49N2O8PRS	-1					cpd15239
cpd15418_c0	CDP-1,2-dihexadec-9-enoylglycerol_c0	C44H75N3O15P2	-2			-592.88		cpd15418
cpd15556_c0	phosphatidylserine dihexadec-9-enoyl_c0	C38H68NO10P	-2			-377.16		cpd15556
cpd01646_c0	2-Isopropylmalate_c0	C7H10O5	-2	BITYXLXUCSKTJS-UHFFFAOYSA-L	CC(C)C(O)(CC(=O)[O-])C(=O)[O-]	-201.18	C02504	cpd01646
cpd00242_c0	H2CO3_c0	CHO3	-1	BVKZGUZCCUSVTD-UHFFFAOYSA-M	O=C([O-])O	-140.26	C00288	cpd00242
cpd12848_c0	Holo-[carboxylase]_c0	C17H27N5O4R2S	0				C06250	cpd12848
cpd12543_c0	Carboxybiotin-carboxyl-carrier protein_c0	C18H26N5O6R2S	-1				C04419	cpd12543
cpd02233_c0	Ciliatine_c0	C2H8NO3P	0	QQVDJLLNRSOCEL-UHFFFAOYSA-N	NCCP(=O)(O)O	-208.01	C03557	cpd02233
cpd03379_c0	CMPciliatine_c0	C11H19N4O10P2	-1	FBADRUOBFLBKJQ-PEBGCTIMSA-M	N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)CCN)C(O)C2O)c([O-])n1		C05673	cpd03379
cpd00239_c0	H2S_c0	HS	-1	RWSOTUBLDIXVET-UHFFFAOYSA-M	[SH-]	-6.66	C00283	cpd00239
cpd00383_c0	Shikimate_c0	C7H9O5	-1	JXOHGGNKMLTUBP-HSUXUTPPSA-M	O=C([O-])C1=CC(O)C(O)C(O)C1	-171.29	C00493	cpd00383
cpd02030_c0	3-phosphoshikimate_c0	C7H8O8P	-3	QYOJSKGCWNAKGW-PBXRRBTRSA-K	O=C([O-])C1=CC(OP(=O)([O-])[O-])C(O)C(O)C1	-383.79	C03175	cpd02030
cpd00873_c0	Nicotinate ribonucleotide_c0	C11H12NO9P	-2	JOUIQRNQJGXQDC-ZYUZMQFOSA-L	O=C([O-])c1ccc[n+](C2OC(COP(=O)([O-])[O-])C(O)C2O)c1	-380.18	C01185	cpd00873
cpd03471_c0	Nicotinate D-ribonucleoside_c0	C11H13NO6	0	PUEDDPCUCPRQNY-ZYUZMQFOSA-N	O=C([O-])c1ccc[n+](C2OC(CO)C(O)C2O)c1	-167.68	C05841	cpd03471
cpd00219_c0	Prephenate_c0	C10H8O6	-2	FPWMCUPFBRFMLH-XGAOUMNUSA-L	O=C([O-])C(=O)CC1(C(=O)[O-])C=CC(O)C=C1	-186.17	C00254	cpd00219
cpd00868_c0	p-hydroxyphenylpyruvate_c0	C9H7O4	-1	KKADPXVIOXHVKN-UHFFFAOYSA-M	O=C(O)C(=O)Cc1ccc([O-])cc1	-115.3	C01179	cpd00868
cpd00508_c0	3MOP_c0	C6H9O3	-1	JVQYSWDUAOAHFM-BYPYZUCNSA-M	CCC(C)C(=O)C(=O)[O-]	-109.64	C00671	cpd00508
cpd14702_c0	2-Methyl-1-hydroxybutyl-TPP_c0	C17H27N4O8P2S	-1	CUBSXOWPMAOFDG-MYHCZTBNSA-M	CCC(C)C(O)c1sc(CCOP(=O)([O-])OP(=O)([O-])O)c(C)[n+]1Cc1cnc(C)[nH]c1=N	-402.1	C15978	cpd14702
cpd00504_c0	LL-2,6-Diaminopimelate_c0	C7H14N2O4	0	GMKMEZVLHJARHF-WHFBIAKZSA-N	NC(CCCC(N)C(=O)O)C(=O)O	-163.68	C00666	cpd00504
cpd00516_c0	meso-2,6-Diaminopimelate_c0	C7H14N2O4	0	GMKMEZVLHJARHF-SYDPRGILSA-N	NC(CCCC(N)C(=O)O)C(=O)O	-163.68	C00680	cpd00516
cpd11585_c0	L-alanylglycine_c0	C5H10N2O3	0	CXISPYVYMQWFLE-VKHMYHEASA-N	CC(N)C(O)=NCC(=O)O	-118.5		cpd11585
cpd00035_c0	L-Alanine_c0	C3H7NO2	0	QNAYBMKLOCPYGJ-REOHCLBHSA-N	CC(N)C(=O)O	-87.92	C00041	cpd00035
cpd15500_c0	Menaquinone 8_c0	C51H72O2	0	PTWSIIUEOFZCHW-NTCAYCPXSA-N	CC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O	206.06		cpd15500
cpd15499_c0	Menaquinol 8_c0	C51H74O2	0	OIEZRVBFVPGODT-WQWYCSGDSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1c(C)c(O)c2ccccc2c1O	180.271		cpd15499
cpd02626_c0	1-Pyrroline-4-hydroxy-2-carboxylate_c0	C5H6NO3	-1	AOMLMYXPXUTBQH-UHFFFAOYSA-M	O=C([O-])C1=NCC(O)C1	-100.55	C04282	cpd02626
cpd00340_c0	2,5-Dioxopentanoate_c0	C5H5O4	-1	VHKNBDIQDAXGBL-UHFFFAOYSA-M	O=CCCC(=O)C(=O)[O-]	-136.2	C00433	cpd00340
cpd00689_c0	Porphobilinogen_c0	C10H13N2O4	-1	QSHWIQZFGQKFMA-UHFFFAOYSA-M	NCc1[nH]cc(CCC(=O)[O-])c1CC(=O)O	-118.18	C00931	cpd00689
cpd00755_c0	Hydroxymethylbilane_c0	C40H38N4O17	-8	WDFJYRZCZIUBPR-UHFFFAOYSA-F	O=C([O-])CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)[O-])c4CCC(=O)[O-])c(CC(=O)[O-])c3CCC(=O)[O-])c(CC(=O)[O-])c2CCC(=O)[O-])c1CC(=O)[O-]	-479.5	C01024	cpd00755
cpd11472_c0	Hexanoyl-ACP_c0	C17H31N2O8PRS	-2				C05749	cpd11472
cpd11490_c0	3-oxooctanoyl-acp_c0	C19H34N2O9PRS	-2				C05750	cpd11490
cpd15529_c0	phosphatidylethanolamine ditetradecanoyl_c0	C33H66NO8P	0			-347.71		cpd15529
cpd00760_c0	2-Methylbutyryl-CoA_c0	C26H40N7O17P3S	-4	LYNVNYDEQMMNMZ-UHFFFAOYSA-J	CCC(C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-782.78	C01033	cpd00760
cpd11495_c0	2-methylbutyryl-ACP_c0	C16H29N2O8PRS	-2					cpd11495
cpd01775_c0	Phosphoribosyl-ATP_c0	C15H20N5O20P4	-5	RKNHJBVBFHDXGR-KEOHHSTQSA-I	N=c1c2ncn(C3OC(COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2ncn1C1OC(COP(=O)([O-])[O-])C(O)C1O	-1015.22	C02739	cpd01775
cpd00103_c0	PRPP_c0	C5H9O14P3	-4	PQGCEDQWHSBAJP-TXICZTDVSA-J	O=P([O-])([O-])OCC1OC(OP(=O)(O)OP(=O)([O-])[O-])C(O)C1O	-814.62	C00119	cpd00103
cpd00858_c0	L-Glutamate5-semialdehyde_c0	C5H9NO3	0	KABXUUFDPUOJMW-BYPYZUCNSA-N	NC(CCC=O)C(=O)O	-111.43	C01165	cpd00858
cpd02431_c0	1-Pyrroline-5-carboxylate_c0	C5H6NO2	-1	DWAKNKKXGALPNW-BYPYZUCNSA-M	O=C([O-])C1CCC=N1	-59.27	C03912	cpd02431
cpd00498_c0	2-Aceto-2-hydroxybutanoate_c0	C6H9O4	-1	VUQLHQFKACOHNZ-LURJTMIESA-M	CCC(O)(C(C)=O)C(=O)[O-]	-151.56	C00659	cpd00498
cpd10162_c0	(R)-3-Hydroxy-3-methyl-2-oxopentanoate_c0	C6H9O4	-1	YJVOWRAWFXRESP-ZCFIWIBFSA-M	CCC(C)(O)C(=O)C(=O)[O-]	-149.1	C14463	cpd10162
cpd11526_c0	7-methyl-3-hydroxy-octanoyl-ACP_c0	C20H37N2O9PRS	-1					cpd11526
cpd11515_c0	12-methyl-tetra-decanoyl-ACP_c0	C26H49N2O8PRS	-2					cpd11515
cpd15352_c0	2-Demethylmenaquinone 8_c0	C50H70O2	0	GDUBPWSFXUAETN-AENDIINCSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=CC(=O)c2ccccc2C1=O	206.47		cpd15352
cpd00203_c0	1,3-Bisphospho-D-glycerate_c0	C3H4O10P2	-4	LJQLQCAXBUHEAZ-UWTATZPHSA-J	O=C(OP(=O)([O-])[O-])C(O)COP(=O)([O-])[O-]	-586.8	C00236	cpd00203
cpd00001_e0	H2O_e0	H2O	0	XLYOFNOQVPJJNP-UHFFFAOYSA-N	O	-56.687	C00001	cpd00001
cpd00023_e0	L-Glutamate_e0	C5H8NO4	-1	WHUUTDBJXJRKMK-VKHMYHEASA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00025	cpd00023
cpd00971_e0	Na+_e0	Na	1	FKNQFGJONOIPTF-UHFFFAOYSA-N	[Na+]		C01330	cpd00971
cpd00971_c0	Na+_c0	Na	1	FKNQFGJONOIPTF-UHFFFAOYSA-N	[Na+]		C01330	cpd00971
cpd00481_c0	Isobutyryl-CoA_c0	C25H38N7O17P3S	-4	AEWHYWSPVRZHCT-NDZSKPAWSA-J	CC(C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-784.4	C00630	cpd00481
cpd11545_c0	isobutyryl-ACP_c0	C15H27N2O8PRS	-2					cpd11545
cpd00282_c0	S-Dihydroorotate_c0	C5H5N2O4	-1	UFIVEPVSAGBUSI-REOHCLBHSA-M	O=C(O)C1CC([O-])=NC(O)=N1	-151.52	C00337	cpd00282
cpd00247_c0	Orotate_c0	C5H3N2O4	-1	PXQPEWDEAKTCGB-UHFFFAOYSA-M	O=C(O)c1cc([O-])nc(O)n1	-142.48	C00295	cpd00247
cpd11538_c0	13-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	C26H49N2O9PRS	-1					cpd11538
cpd15557_c0	phosphatidylserine dioctadecanoyl_c0	C42H80NO10P	-2			-415.4		cpd15557
cpd15533_c0	phosphatidylethanolamine dioctadecanoyl_c0	C41H82NO8P	0			-334.75		cpd15533
cpd01357_c0	(R)-Mandelate_c0	C8H7O3	-1	IWYDHOAUDWTVEP-SSDOTTSWSA-M	O=C([O-])C(O)c1ccccc1	-87.92	C01983	cpd01357
cpd01447_c0	Benzoylformate_c0	C8H5O3	-1	FAQJJMHZNSSFSM-UHFFFAOYSA-M	O=C([O-])C(=O)c1ccccc1	-78.99	C02137	cpd01447
cpd00286_c0	Undecaprenylphosphate_c0	C55H89O4P	-2	UFPHFKCTOZIAFY-RDQGWRCRSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])[O-]	49.72	C00348	cpd00286
cpd02862_c0	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)_c0	C40H62N9O26P2	-3	PFMVORMCVGOQKR-XNCOKRRHSA-K	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(O)=NC(C)C(O)=NC(CCC([O-])=NC(CCCCN)C(O)=NC(C)C(O)=NC(C)C(=O)O)C(=O)O	-1046.45	C04702	cpd02862
cpd00091_c0	UMP_c0	C9H11N2O9P	-2	DJJCXFVJDGTHFX-XVFCMESISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])O)C(O)C1O	-397.77	C00105	cpd00091
cpd02948_c0	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol_c0	C86H140N7O21P2	-3	SULOOAFLXMQJSF-OGDYFQGPSA-K	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)OC1OC(CO)C(O)C(OC(C)C(O)=NC(C)C(O)=NC(CCC([O-])=NC(CCCCN)C(O)=NC(C)C([O-])=NC(C)C(=O)O)C(=O)O)C1N=C(C)[O-]	-598.96	C04851	cpd02948
cpd02857_c0	DAHP_c0	C7H10O10P	-3	PJWIPEXIFFQAQZ-PUFIMZNGSA-K	O=C([O-])C(=O)CC(O)C(O)C(O)COP(=O)([O-])[O-]	-469.06	C04691	cpd02857
cpd00699_c0	5-Dehydroquinate_c0	C7H9O6	-1	WVMWZWGZRAXUBK-SYTVJDICSA-M	O=C1CC(O)(C(=O)[O-])CC(O)C1O	-214.49	C00944	cpd00699
cpd04539_c0	2-Amino-3-oxo-4-phosphonooxybutyrate_c0	C4H6NO7P	-2	LMKSRFWSQAKTOE-VKHMYHEASA-L	NC(C(=O)[O-])C(=O)COP(=O)([O-])O	-365.05	C07335	cpd04539
cpd11468_c0	Dodecanoyl-ACP_c0	C23H44N2O8PRS	-2				C05223	cpd11468
cpd11469_c0	(2E)-Dodecenoyl-[acp]_c0	C23H41N2O8PRS	-2				C05758	cpd11469
cpd00058_e0	Cu2+_e0	Cu	2	JPVYNHNXODAKFH-UHFFFAOYSA-N	[Cu+2]		C00070	cpd00058
cpd00058_c0	Cu2+_c0	Cu	2	JPVYNHNXODAKFH-UHFFFAOYSA-N	[Cu+2]		C00070	cpd00058
cpd01489_c0	beta-Alanopine_c0	C6H10NO4	-1	OAWHMSFCLIYBHE-SCSAIBSYSA-M	CC(NCCC(=O)[O-])C(=O)O	-155.58	C02207	cpd01489
cpd00020_c0	Pyruvate_c0	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd00085_c0	beta-Alanine_c0	C3H7NO2	0	UCMIRNVEIXFBKS-UHFFFAOYSA-N	NCCC(=O)O	-86.11	C00099	cpd00085
cpd02152_c0	L-Argininosuccinate_c0	C10H17N4O6	-1	KDZOASGQNOPSCU-ZBHICJROSA-M	N=C(NCCCC(N)C(=O)O)NC(CC(=O)[O-])C(=O)O	-224.81	C03406	cpd02152
cpd00051_c0	L-Arginine_c0	C6H15N4O2	1	ODKSFYDXXFIFQN-BYPYZUCNSA-O	N=C(N)NCCCC([NH3+])C(=O)O	-73.77	C00062	cpd00051
cpd00641_c0	L-Histidinol_c0	C6H12N3O	1	ZQISRDCJNBUVMM-YFKPBYRVSA-O	[NH3+]C(CO)Cc1cnc[nH]1	-2.41	C00860	cpd00641
cpd15687_c0	CDP-1,2-dianteisopentadecanoylglycerol_c0	C42H75N3O15P2	-2			-644.46		cpd15687
cpd15693_c0	Dianteisopentadecanoylphosphatidylserine_c0	C36H68NO10P	-2			-428.74		cpd15693
cpd11549_c0	4-methyl-pentanoyl-ACP_c0	C17H31N2O8PRS	-1					cpd11549
cpd11550_c0	6-methyl-3-oxo-heptanoyl-ACP_c0	C19H33N2O9PRS	-1					cpd11550
cpd00126_c0	GMP_c0	C10H12N5O8P	-2	RQFCJASXJCIDSX-UUOKFMHZSA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)([O-])O)C(O)C3O)c2[nH]1	-308.3	C00144	cpd00126
cpd00220_c0	Riboflavin_c0	C17H19N4O6	-1	AUNGANRZJHBGPY-SCRDCRAPSA-M	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	-110.72	C00255	cpd00220
cpd00739_c0	Reduced riboflavin_c0	C17H22N4O6	0	UTKDOUCGQVLJIN-QNMSZWNNSA-N	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)N=C(O)C1N2	-134.09	C01007	cpd00739
cpd03163_c0	Selenomethionine_c0	C5H11NO2Se	0	RJFAYQIBOAGBLC-BYPYZUCNSA-N	C[Se]CCC(N)C(=O)O		C05335	cpd03163
cpd03392_c0	Se-Adenosylselenomethionine_c0	C15H23N6O5Se	1	GGJFWMOVUFBSIN-AIRLBKTGSA-P	C[Se+](CCC([NH3+])C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O		C05691	cpd03392
cpd00810_c0	Orotidylic acid_c0	C10H10N2O11P	-3	KYOBSHFOBAOFBF-XVFCMESISA-K	O=C([O-])c1cc([O-])nc(=O)n1C1OC(COP(=O)([O-])O)C(O)C1O	-479.18	C01103	cpd00810
cpd11478_c0	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]_c0	C15H27N2O9PRS	-1				C04618	cpd11478
cpd11465_c0	But-2-enoyl-[acyl-carrier protein]_c0	C15H25N2O8PRS	-1				C04246	cpd11465
cpd02978_c0	7,8-Dihydroneopterin 3'-triphosphate_c0	C9H13N5O13P3	-3	DGGUVLXVLHAAGT-XINAWCOVSA-K	N=c1nc([O-])c2c([nH]1)NCC(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])=N2	-704.45	C04895	cpd02978
cpd03666_c0	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine_c0	C9H15N5O14P3	-3	ZJYBJXKSWQPKFW-UHFFFAOYSA-K	N=c1nc([O-])c(N)c(NCC(=O)C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])[nH]1	-753.92	C06148	cpd03666
cpd00290_c0	D-fructose-1,6-bisphosphate_c0	C6H10O12P2	-4	RNBGYGVWRKECFJ-ARQDHWQXSA-J	O=P([O-])([O-])OCC1OC(O)(COP(=O)([O-])[O-])C(O)C1O	-644.17	C00354	cpd00290
cpd00072_c0	D-fructose-6-phosphate_c0	C6H11O9P	-2	BGWGXPAPYGQALX-ARQDHWQXSA-L	O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O	-431.67	C00085	cpd00072
cpd03607_c0	4-(Phosphonooxy)-threonine_c0	C4H8NO7P	-2	FKHAKIJOKDGEII-UHFFFAOYSA-L	NC(C(=O)[O-])C(O)COP(=O)([O-])O	-373.07	C06055	cpd03607
cpd02893_c0	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0	C9H12N3O9P	-2	XFVULMDJZXYMSG-ZIYNGMLESA-L	Nc1c(C(=O)[O-])ncn1C1OC(COP(=O)([O-])O)C(O)C1O	-378.85	C04751	cpd02893
cpd02140_c0	AIR_c0	C8H13N3O7P	-1	PDACUKOKVHBVHJ-XVFCMESISA-M	Nc1cncn1C1OC(COP(=O)([O-])O)C(O)C1O	-297.44	C03373	cpd02140
cpd01061_c0	Geranial_c0	C10H16O	0	WTEVQBCEXWBHNA-JXMROGBWSA-N	CC(C)=CCCC(C)=CC=O	17.34	C01499	cpd01061
cpd15165_c0	Geranic acid_c0	C10H15O2	-1	ZHYZQXUYZJNEHD-VQHVLOKHSA-M	CC(C)=CCCC(C)=CC(=O)[O-]	-35.36	C16461	cpd15165
cpd11554_c0	8-methyl-3-oxo-nonanoyl-ACP_c0	C21H37N2O9PRS	-1					cpd11554
cpd11555_c0	8-methyl-3-hydroxy-nonanoyl-ACP_c0	C21H39N2O9PRS	-1					cpd11555
cpd00357_c0	TTP_c0	C10H14N2O14P3	-3	NHVNXKFIZYSCEB-XLPZGREQSA-K	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c(=O)nc1[O-]	-774.34	C00459	cpd00357
cpd00297_c0	dTDP_c0	C10H14N2O11P2	-2	UJLXYODCHAELLY-XLPZGREQSA-L	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)c(=O)nc1[O-]	-566.34	C00363	cpd00297
cpd00053_c0	L-Glutamine_c0	C5H10N2O3	0	ZDXPYRJPNDTMRX-VKHMYHEASA-N	N=C(O)CCC(N)C(=O)O	-121.69	C00064	cpd00053
cpd00216_c0	Chorismate_c0	C10H8O6	-2	WTFXTQVDAKGDEY-HTQZYQBOSA-L	C=C(OC1C=C(C(=O)[O-])C=CC1O)C(=O)[O-]	-169.49	C00251	cpd00216
cpd11588_c0	gly-pro-L_c0	C7H12N2O3	0			-93.95		cpd11588
cpd00129_c0	L-Proline_c0	C5H9NO2	0	ONIBWKKTOPOVIA-BYPYZUCNSA-N	O=C(O)C1CCCN1	-62.54	C00148	cpd00129
cpd11341_c0	gamma-glutamyl-gamma-butyraldehyde_c0	C9H16N2O4	0	JZNLEPLZUABCSQ-ZETCQYMHSA-N	NC(CCC(O)=NCCCC=O)C(=O)O	-138.77	C15700	cpd11341
